ID;Date;ABSTICH m;WASSERTEMPERATUR °C;ELEKTR. LEITF. (bei 25°C) µS/cm;PH-WERT;SAUERSTOFFGEHALT mg/l;GESAMTHAERTE °dH;KARBONATHAERTE °dH;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;CADMIUM mg/l;QUECKSILBER mg/l;ZINK mg/l;KUPFER mg/l;ALUMINIUM mg/l;BLEI mg/l;CHROM-GESAMT (filtriert) mg/l;NICKEL mg/l;ARSEN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;DOC mg/l;AOX µg/l;Dimethachlor Metabolit µg/l
PG31100282;13.11.2003;2,17;9,5;439;6,6;3,9;11;5,5;54,7;14,3;11,9;1,74;0;0,065;;;;;;;;;;0,005;0;0,005;32,1;35,8;42,9;120;0,046;0,9;;
PG31100282;25.02.2004;2,67;7,5;456,444;6,9;8,5;10,2;4,9;49,7;14;11,1;3,2;2,04;0,057;0;0;0,018;0,001;0;0;0;0,001;0;0,005;0,005;0;41,8;38;43,3;107;0,067;0,8;11;
PG31100282;26.05.2004;3,19;11,8;437,472;6,6;3,8;9,4;4,5;45,7;13,2;9,5;1,6;0;0,046;0,0002;0;0,026;0,003;0;0,002;0;0,0005;0;0;0;0;36;36,8;36,9;98,2;0,044;0,9;9,2;
PG31100282;23.08.2004;6,1;11,2;441,936;6,4;3,7;10;4;46,5;15,2;10,6;1,9;0;0,052;0;0;0,016;0;0;0;0;0,001;0,0005;0,015;0;0;37,2;39;43,8;87,9;0,045;0,7;6,9;
PG31100282;27.11.2004;4,68;9,8;418,5;6,6;3,7;10,3;4,6;49,5;14,7;10,5;1,8;0,014;0,062;0;0;0,016;0,0005;0,005;0;0;0,002;0;0,015;0;0;38,8;37,8;47,9;100;0,041;0,6;0;
PG31100282;01.03.2005;;8,9;441,936;6,6;3,7;10;4,3;48,3;14,2;10,1;1,2;0;0,062;;;;;;;;;;0,011;0,005;0;34,1;35,8;35,6;92,8;0,046;1;;
PG31100282;23.05.2005;;10,2;431,892;6,7;4,2;10,2;4;49;14,5;10,6;1,8;0;0,087;;;;;;;;;;0,013;0;0;38,9;40,3;40,4;87,3;0,055;0,25;;
PG31100282;25.08.2005;;10,3;441,936;6,6;3,3;9,9;4,6;47,1;14,4;10,2;0,9;0;0,073;;;;;;;;;;0,014;0;0;37,5;39,2;41,3;101;0,048;0,7;;
PG31100282;09.11.2005;;10,6;437,472;6,6;5,8;10,4;4,3;50,2;14,8;11,9;1,8;0;0,207;;;;;;;;;;0,005;0,005;0;42;40,2;41,7;94,6;0,025;0,5;;
PG31100282;06.03.2006;;7;453,096;6,9;8,8;10,7;4,9;51,9;14,7;10,5;1,87;0,071;0,028;;;;;;;;;;0,005;0,005;0;36,5;37,9;39,6;107;0,036;1;;
PG31100282;16.05.2006;;9,8;467,604;7,1;7,4;10,1;4,5;48,8;14;10;1,8;0;0,033;;;;;;;;;;0,005;0,005;0;37,6;39;40,2;98,9;0,033;0,9;;
PG31100282;31.08.2006;;10,4;466,488;6,8;3;10,4;4,6;50,1;14,9;10,2;1,8;0;0,032;;;;;;;;;;0,013;0;0;41,1;41,3;48,8;101;0,036;1,1;;
PG31100282;20.11.2006;;10,9;476,532;6,8;3,6;10,6;4,7;51,2;14,7;10,3;1,7;0;0,008;;;;;;;;;;0,005;0,005;0;40;44;42;103;0,033;0,6;;
PG31100282;16.02.2007;;9,1;436,356;6,8;2,8;10,7;4,96;51,3;15,4;10,4;1,5;0,012;0,017;;;;;;;;;;0,01;0;0,001;38,1;41,4;41,6;105;0,01;0,93;;
PG31100282;15.05.2007;;9,7;530;6,6;3,3;10,5;4,4;50,4;14,8;10,2;1,5;0,018;0,024;0;0,00005;0,013;0,0005;0,004;0;0,0005;0,0011;0;0;0;0,0039;40,6;44,2;43,4;92,7;0,033;0,57;;
PG31100282;01.08.2007;;11,1;483,228;6,5;3,5;9,74;4,76;47,7;13,2;9,8;1,3;0,005;0,0057;;;;;;;;;;0;0;0,0024;35,6;39,9;40,7;101;0,068;0,75;;
PG31100282;26.11.2007;;9,5;503;6,6;4;10,9;4,76;52,5;15,5;11;1,6;0,039;0,015;0;0;0,012;0,0005;0,041;0;0,0005;0,0013;0,0005;0;0;0;38;42,4;42,6;101;0,04;0,79;;
PG31100282;27.05.2008;;9,8;455,328;6,6;7,2;10,3;4,51;50,1;14,3;10,6;1,6;0,013;0,0172;0;0;0,0109;0,0005;0;0,0014;0;0,0005;0;0;0;0,001;40;43;43,2;95,2;0,031;0,8;;
PG31100282;11.11.2008;;10,3;473;6,6;2,7;10,4;5,18;50,2;14,6;11;1,5;0,005;0,0226;;;;;;;;;;0;0;0,001;37,5;42,6;42,3;110;0,03;1,05;;
PG31100282;12.05.2009;;9,7;457,56;6,6;2,4;10,7;4,65;51,3;15,2;10,9;1,5;0,01;0,0393;0,00005;0;0,0078;0,0005;0;0;0;0,0011;0;0;0;0,001;38,1;44;44,1;98,2;0,043;0,76;;
PG31100282;10.11.2009;;10,1;477,648;6,7;2,1;11,5;4,73;55,6;16,2;9,5;1,6;0;0,0163;;;;;;;;;;0;0;0,001;38,9;45;43;100;0,04;0,66;;
PG31100282;19.04.2010;;9,7;485,46;6,6;2,15;11,7;4,9;57,2;16,1;11,1;1,88;0,005;0,023;0;0;0,007;0;0;0;0;0,001;0;0;0,005;0;44,2;44,5;48,4;107;0,08;1;;
PG31100282;12.10.2010;;12,1;522,288;6,8;6,1;12;4,76;57,7;17,2;11,2;2,04;0;0,013;;;;;;;;;;0,005;0;0;45,4;48,1;50,2;104;0,084;0,8;;
PG31100282;11.04.2011;;9,5;488,808;6,8;3,66;11,1;5,1;54,1;15,1;10,5;2,1;0;0,024;0,00074;0;0,0179;0,0026;0;0;0;0,0015;0;0;0,005;0;43,9;49;47,1;111;0,042;1,5;;
PG31100282;10.10.2011;;13,8;498,852;7;4,1;11,5;5,38;55,4;16,3;11,5;1,8;0;0,023;;;;;;;;;;0,015;0,005;0;43,895;48,14;49,6;117;0,0405;1,4;;
PG31100282;19.04.2012;;8,8;498,852;6,5;2,3;11,1;4,62;54,4;15,3;10,4;1,7;0;0,023;0;0;0,0071;0,001;0;0;0;0,0011;0;0,005;0,005;0;42,8;46,8;48,6;101;0,048;1;;
PG31100282;17.10.2012;;13,9;482,112;6,55;3,04;11,7;5,07;56,8;16,2;12,2;1,9;0;0,018;;;;;;;;;;0,005;0,005;0;39,56;44,355;47,8;110;0,0605;0,9;;
PG31100282;08.07.2013;;10,1;491,04;6,4;2,6;11,3;4,17;52,9;16,6;11,1;1,66;0,019;0,0504;0;0;0,015;0,0024;0,004;0,0005;0;0,0021;0;0,01;0,005;0,0023;41,9;50,6;52;90,9;0,059;0,62;;
PG31100282;27.08.2013;;10,7;501,084;6,4;3,1;11,2;4,48;51,9;17,1;11;1,62;0,014;0,0165;0;0;0,0065;0,0005;0,004;0;0;0,0011;0;0;0,005;0,0039;41,8;51,6;52,6;97,6;0,055;1,21;;
PG31100282;20.02.2014;;9,5;496,62;6,7;2,4;12,1;4,59;58,8;16,5;12;1,71;0,01;0,0405;0;0;0,0164;0,0037;0,004;0,001;0;0,0022;0;0,01;0;0,0041;41,3;49,8;51,6;100;0,037;0,53;;
PG31100282;11.07.2014;;10,4;495,504;6,6;2,9;12;4,37;58,6;16,5;11,9;1,73;0,016;0,0342;0;0;0,0174;0,002;0,004;0,0005;0;0,0034;0;0;0;0,001;41,5;52,6;52,6;95,2;0,041;1,08;;
PG31100282;18.06.2015;;10,1;473,184;6,5;1,4;11,6;4,76;55,2;16,6;13,6;1,83;0,017;0,0498;0;0,000025;0,0243;0,0014;0,011;0;0;0,0028;0;0,01;0;0,003;38,6;47,1;49,9;104;0,032;0,73;;
PG31100282;10.05.2016;;9,6;497,736;6,6;4,4;12,5;4,45;63,2;15,8;11,2;1,71;0,005;0,0161;0;0,000025;0,0138;0;0,004;0;0;0,0014;0;0,01;0;0,0027;39,4;48,7;51;97;0,032;0,25;;
PG31100282;25.04.2017;;9,5;496,62;6,8;7,3;10,8;5,1;51,3;15,9;10,2;2,17;0;0,008;0;0;0,0044;0,0005;0;0;0;0,0005;0;0,005;0;0;40,6;47,95;50,3;111;0,038;0,8;;
PG31100282;15.05.2018;;10,6;518,94;6,9;8,3;11,3;4,8;53,8;16,4;15,6;1,8;0;0,016;0;0;0,002;0,0005;0;0;0;0,0012;0;0;0,005;0;40,4;54,4;51,6;105;0,042;1,1;;
PG31100282;15.04.2019;;11;511,128;6,6;5,1;11,5;4,82;54,7;16,8;11,1;1,6;0;0,0295;0;0;0,0085;0;0;0;0;0,0013;0;0,005;0,005;0;36,5;47,3;53,9;104,9;0,043;1,03;;0,068
PG31100282;22.07.2019;;11,7;506,664;6,7;7,1;11,5;4,66;54;17,3;11,2;1,77;0,005;0,0283;0;0;0,053;0,0005;0,0589;0;0;0,0016;0;0,005;0,016;0;38,9;50,5;53;101,7;0,142;0,94;;0,12
PG31100282;15.10.2019;;10,9;508,896;6,7;6,4;12,2;4,83;59,1;17,3;11,3;1,48;0;0,0199;0;0;0,303;0;0;0;0;0,0014;0;0;0,016;0;39,1;50,7;53,8;105,2;0,043;0,73;;0,12
PG31100282;13.05.2020;;11,5;494,388;6,6;4,1;12,3;4,6;58,4;17,8;12,2;2,1;0;0;0;0;0,0093;0;0;0;0;0,0005;0;0;0,013;0;38;51;53;100;0,032;0,77;;0,13
PG31100282;27.04.2021;;9,9;498,96806;6,6;4,4;11,72487;4,7712;54,72766;17,62829;12,04656;1,75697;0,00172;0,02582;0;0,0001;0,0025;0,00041;0,0025;0;0;0,0019;0;0;0,0271;0,0025;34,836;46,147;47,883;103,944;0,0338;0,8771;;0,13
PG31100282;14.04.2022;;10;516,708;6,8;7,4;12;4,97;57,6;17,3;12,1;1,38;0;0,0126;0;0;0,0025;0,0005;0;0;0;0,00119;0;0,0211;0,005;0;37;49,9;51;108;0,026;0,25;;0,12
PG31100282;27.10.2022;;11,8;523,404;7,1;7;11,8;5,05;57,4;16,4;10,9;1,61;0;0,0108;;;;;;;;;;0,0286;0;0;39,4;51,2;53,3;110;0,0253;0,86;;
PG31100282;17.04.2023;;10;526,752;7,1;7,1;11,8;5,02;55,9;17,1;11,9;1,63;0,005;0,0121;0;0;0,018;0,0782;0,005;0,00194;0;0,00165;0;0,0227;0;0,005;35,8;50,8;51,6;109;0,0288;1,8;;0,11
PG31100282;03.01.2024;;9,9;533,448;7,1;5,9;12;5,84;57,9;16,9;12,3;1,69;0;0,005;;;;;;;;;;0,01;0,005;0;34,8;47,5;51,2;127;0,0356;1,6;;
PG31100282;09.04.2024;;11,4;523,404;7,2;6,8;11,5;5,22;55,2;16,5;11,3;1,52;0,005;0,0133;0;0;0,0025;0,0005;0;0;0,0005;0,00119;0;0,01;0,005;0;37,6;49,1;52,3;113;0,032;1,8;;0,11
PG31100282;29.10.2024;;12,4;522,288;7,34;7,3;11,5;5,25;55,8;16,1;12,1;1,83;0;0,0118;;;;;;;;;;0;0,005;0,005;38,6;49,6;53,1;114;0,0325;1,3;;
PG31100302;18.10.1994;3,85;11;655;7,2;5,3;16,8;11,1;84,8;21,6;9,9;3,2;0,01;0,01;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,01;0,005;0,0025;23,7;44,6;50,8;241,9;0,005;1;12,97;
PG31100302;07.02.1995;2,97;9,5;686;7;4,2;18,7;12,2;95,4;23;10,4;3,7;0;0;0,0001;0,0001;0,03;;0,005;0,0005;0,0005;;0,0005;0,01;0,012;0,0025;21,5;46,9;64,3;265,9;0,015;1,5;7,7;
PG31100302;06.04.1995;2,96;9,7;591;7,2;2,6;15,4;10,7;80,7;17,8;12,5;3,6;0,52;0,113;0,0001;0,0001;0,03;;0,005;0,0005;0,0005;;0,0005;0,018;0,026;0,0025;7,1;36;55,6;233,2;0,015;1,2;14,01;
PG31100302;28.06.1995;3,3;11,3;708;7,1;4,1;19,2;12;98,5;23,3;9,5;3,4;0,027;0,01;0,0001;0,0001;0,03;;0,005;0,0005;0,0005;;0,0005;0,025;0,005;0,0025;24,5;45,6;63,9;261,5;0,01;4,1;8,43;
PG31100302;21.09.1995;3,35;12,5;609;7,1;2,9;15,2;10,9;79,3;18;11,5;3;0,027;0,03;0,0001;0,0001;0,04;;0,005;0,0005;0,0005;;0,0005;0,04;0,036;0;5,7;37,9;66,2;237,5;0,021;1,1;;
PG31100302;17.01.1996;2,68;7,8;607;7,5;4,6;15,3;10,9;81,7;16,6;12,4;4,1;0,505;0,058;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,01;0,017;0,005;3,9;34,7;64,5;237,5;0,011;0,8;;
PG31100302;02.07.1996;4,73;11,3;570;7,1;4,5;16,9;11,1;86,7;20,7;10,6;5,2;0,454;0,047;0,0001;0,0001;0,02;;0,005;0,0005;0,0005;;0,0005;0,01;0,012;0;14,8;36,7;60,8;241,9;0,005;1;;
PG31100302;22.08.1996;2,42;10,3;619;6,9;2,1;20;;103;24,3;8,03;4,41;0,01;0,005;;;;;;;;;;0;0;0,00165;34,4;44;58,1;;0,042;0,77;;
PG31100302;14.11.1996;4,9;9,3;659;7;3,3;16,7;11,39;87,2;19,6;10,6;5,4;0,005;0,005;;;;;;;;;;0;0,013;0,001;17,1;37,7;55,8;248;0,016;0,96;;
PG31100302;20.02.1997;4,57;8,4;668;7;5,1;16,6;11,17;84;21,2;10;4,57;0,41;0,05;;;;;;;;;;0,033;0,018;0,0036;19,4;40,7;61,8;243;0,018;0,92;;
PG31100302;04.06.1997;4,7;8,7;690;7;2,4;18,3;10,89;97,7;20,1;10,3;4,66;0,42;0,04;;;;;;;;;;0,0048;0,0085;0;19,7;43,8;61;237;0,024;1,42;;
PG31100302;19.08.1997;2,1;9,9;697;6,9;3,5;19,5;13,3;103;21,9;10,9;11,9;0,65;0,03;;;;;;;;;;0;0;0;23,7;42,3;64,2;290;0,029;1,18;;
PG31100302;20.11.1997;2,05;9,7;720;7;2,3;19,1;13,1;102;21,3;10,7;9,2;0,4;0,04;;;;;;;;;;0;0,00325;0,00145;18,9;43;60,1;285;0,03;0,15;;
PG31100302;23.02.1998;2,35;8,3;688;7;2,5;18,2;12,4;95,4;21,1;10,8;9,88;0,17;0,03;;;;;;;;;;0;0,00135;0,00045;19,2;43,7;62,3;270;0,03;1,31;;
PG31100302;25.05.1998;4,22;8,6;777;6,9;4,2;20,5;13,4;108;23,6;10,2;11,2;0,12;0,005;;;;;;;;;;0;0,0071;0;37;51,1;60,6;292;0,051;1,25;;
PG31100302;27.08.1998;4,55;10,8;696;6,9;4,4;19,2;11,6;97,4;24,2;8,6;3,6;0,011;0;0,0001;0;0;0,0005;0,005;0,002;0,0005;0,002;0,002;0,01;0,022;0,022;31,2;50,6;44,1;253;0,05;0,8;7,5;
PG31100302;02.12.1998;3,27;8;649;7,1;8,6;19,4;11,8;98,8;24,4;8,9;3,7;0,005;0;0,0002;0;0,005;0,002;0,005;0,002;0,0005;0,001;0,0005;0,0367;0,012;0,005;31,6;49,7;65,7;256;0,04;0,8;6,4;
PG31100302;16.03.1999;3,64;7,6;670;6,9;3,9;19,4;11,4;96,8;25,6;8,8;3,8;0,012;0,005;0;0;0,013;0,0019;0;0,002;0;0,0025;0,0005;0;0,011;0,005;30,8;58,2;64,9;248;0,04;0,9;8,1;
PG31100302;09.06.1999;4,72;10,2;621;6,9;4,6;17,9;11,3;88,3;24;8,3;3,6;0,005;0;0,0001;0;0,005;0,0005;0;0,002;0;0,002;0,001;0,013;0,005;0;24,9;51,2;53,4;245;0,06;0,9;5,4;
PG31100302;25.08.1999;3,9;11,1;642;7;5;19;12,8;96,7;23,8;8,6;4,7;0,038;0;;;;;;;;;;0,0337;0;0;29,5;41,9;58,5;278;0,055;0,7;;
PG31100302;24.11.1999;3,25;8,7;695;6,9;5,5;19,3;12,1;98,8;23,8;9,2;4,4;0;0;;;;;;;;;;0;0;0;25,3;51,8;68,7;264;0,041;1;;
PG31100302;09.03.2000;;6,5;674;7;7,5;17,8;11,1;90,5;22,3;8,9;4,1;0;0;;;;;;;;;;0;0;0;24,7;47,5;61,7;243;0,04;0,8;;
PG31100302;07.06.2000;;12,4;674;6,9;5,7;18,9;11,7;97,4;23;10,1;4,17;0;0;;;;;;;;;;0;0,005;0;26,1;47,6;57,5;255;0,031;0,8;;
PG31100302;04.09.2000;3,97;12,9;727;6,9;4;18,9;12,2;96,7;23,5;10,8;5,42;0;0;;;;;;;;;;0;0;0;26,3;54,6;67,6;265;0,022;0,8;;
PG31100302;29.11.2000;2,75;10,2;750;6,9;3,6;19,1;12,1;99,2;22,8;9,98;5,67;0,01;0;;;;;;;;;;0;0,005;0;35,3;49;66,3;264;0,062;1;;
PG31100302;21.02.2001;3,61;9,3;682;6,9;5,1;18,5;11,4;93,8;23,2;9,7;4,26;0;0;;;;;;;;;;0;0,005;0;32,2;51,7;61,4;248;0,048;0,77;;
PG31100302;31.05.2001;3,43;12,6;684;6,9;4;18;11,4;92,9;21,8;9;4,07;0;0;;;;;;;;;;0,005;0;0;27,8;49,6;59,1;249;0,038;0,7;;
PG31100302;22.08.2001;3,67;11,2;733;6,9;2,8;18,6;11,8;95,9;22,5;10;4,13;0;0;;;;;;;;;;0;0,005;0;30,9;49,5;65,7;256;0,023;0,8;;
PG31100302;20.11.2001;2,78;9,8;704;7;5,3;18,2;11,7;96,1;20,8;10,1;4,47;0;0;;;;;;;;;;0;0;0;29;50,8;60,5;255;0,041;0,7;;
PG31100302;13.03.2002;3,73;8,6;680;7;4,9;17,7;11,2;90,9;21,8;9,7;3,71;0;0;;;;;;;;;;0;0,005;0;28,4;49,7;64,5;244;0,0075;0,6;;
PG31100302;06.06.2002;3,14;9,4;710;7;4,2;20;11,6;100;25,9;9,9;4,06;0;0;;;;;;;;;;0;0;0;30,8;49,8;65,7;254;0,0355;0,5;;
PG31100302;02.09.2002;3,45;10,3;673;6,9;4,4;19,6;11,6;101;23,9;10,4;3,82;0,005;0,01;;;;;;;;;;0,005;0;0;28,1;47,2;65,3;252;0,0275;0,9;;
PG31100302;18.11.2002;1,57;9,8;727;7;3,5;18,4;12,4;93,7;23;9,6;4,35;0;0;;;;;;;;;;0,005;0;0,0155;25,1;45,6;64,3;271;0,047;1,1;;
PG31100302;25.02.2003;0,25;6,2;719;6,9;5,1;18,7;11,5;95,7;23;9,1;4,69;0,005;0,005;;;;;;;;;;0,005;0;0;29,7;50,5;58,9;250;0,092;1,4;;
PG31100302;21.05.2003;3,48;10,1;716;6,9;4,6;19,6;11,5;99;25,1;9,6;4,28;0;0,005;;;;;;;;;;0,005;0;0;26,6;52,2;55,6;251;0,055;0,9;;
PG31100302;25.08.2003;3,53;13,5;680;6,9;4;18;11,2;93,2;21,7;9,6;4,1;0,038;0;;;;;;;;;;0;0;0;24,9;50,2;60;243;0,061;0,9;;
PG31100302;13.11.2003;2,76;10;670;7;3,9;18,7;10,8;96,9;22,4;10,7;5,57;0;0;;;;;;;;;;0,005;0;0;28,1;48,8;62;234;0,05;0,8;;
PG31100302;25.02.2004;2,85;6,6;715,356;7;5,6;18,5;10,3;93,4;23,6;9,5;3,88;0,005;0;0;0;0,006;0,002;0;0,002;0;0,0005;0,0005;0;0;0;35,5;55,1;63,6;226;0,072;1,3;24;
PG31100302;26.05.2004;3,34;10,6;688,572;7;4;17,6;11,4;91,1;20,9;8,5;4,5;0;0;0;0;0,005;0;0;0,0005;0;0;0;0;0;0;27;51,6;58,4;248;0,061;0,9;15;
PG31100302;23.08.2004;3,72;12,4;741,024;6,9;5,2;19,2;11,8;95;25,6;9,8;8,3;0;0;0;0;0,005;0,002;0;0;0;0,001;0,0005;0,012;0;0;29,7;54,8;59,7;256;0,072;1,1;12;
PG31100302;24.11.2004;2,84;10,4;667,368;7;3;19,2;11,6;98;23,8;9,6;6,4;0,011;0,005;0;0;0,01;0,003;0;0;0;0,002;0;0,0121;0;0;31,7;54,3;69;252;0,061;0,8;0;
PG31100302;01.03.2005;2,48;7,5;713,124;7;4,4;18,2;10,4;93,4;22,4;8,9;3,9;0;0,0025;;;;;;;;;;0,005;0;0;28,5;50,9;55;228;0,06;1,1;;
PG31100302;23.05.2005;3,38;9,7;699,732;6,9;3,4;18,9;11,2;97;23,2;9,7;5;0;0,0025;;;;;;;;;;0,012;0;0;30,1;55,1;62,1;244;0,064;0,25;;
PG31100302;25.08.2005;2,88;13,7;802,404;6,8;2,1;21,6;16;111;26,6;9,8;8,4;0,005;0,008;;;;;;;;;;0,014;0,005;0,005;25,3;48,3;64,1;348;0,132;3;;
PG31100302;09.11.2005;4,45;10,7;722,052;7;4,4;18,8;11,7;96,2;23,1;9,6;5,8;0;0;;;;;;;;;;0;0,005;0;31,1;53,6;58,3;255;0,04;0,6;;
PG31100302;06.03.2006;2,57;5,6;715,356;7;5;19;11,3;96,4;24;9,5;4,97;0;0,01;;;;;;;;;;0;0;0;29,3;55,5;60;247;0,042;0,8;;
PG31100302;11.05.2006;5,9;9,3;694,152;7;4,7;18,3;11,1;93,2;22,6;9,1;3,8;0;0,0025;;;;;;;;;;0,005;0;0;26,1;53,7;61;242;0,017;1,5;;
PG31100302;31.08.2006;3,81;11,8;761,112;7;4,1;18,7;11,4;95;23,4;15,8;6,2;0;0;;;;;;;;;;0,011;0;0;32,5;53,2;68,2;248;0,056;1,8;;
PG31100302;20.11.2006;2,06;10,6;729,864;7;4,4;18;10,6;92,1;22;9,2;6,2;0;0,0025;;;;;;;;;;0,012;0,005;0;33;35,9;60;231;0,061;0,9;;
PG31100302;21.02.2007;3,18;8,7;693,036;7,2;4,9;18,4;11,2;93,7;22,7;8,1;4,9;0,015;0,0025;;;;;;;;;;0;0;0,0022;33,8;58,6;61,9;240;0,065;0,91;;
PG31100302;15.05.2007;3,76;9,7;821;7,1;4,8;18;10,8;91,8;22,3;8,9;4,1;0,02;0,0025;0;0;0,019;0,0053;0,004;0;0;0,0017;0;0;0,005;0,001;32;59,6;62,8;231;0,045;0,76;;
PG31100302;01.08.2007;5,58;10,7;782,316;7;3,8;18,3;11,5;94,3;22,1;8,6;3,2;0,005;0,0025;;;;;;;;;;0;0;0;28,6;58,1;64,6;247;0,785;0,63;;
PG31100302;16.11.2007;1,95;10,2;822;7,6;9,3;21;11,5;109;24,6;9,1;4,8;0,01;0;0;0;0,0061;0,002;0;0;0;0,001;0;0;0;0,001;30,4;58,6;65,5;246;0,046;0,8;;
PG31100302;27.05.2008;3,04;9,7;737,676;7;3,4;19,3;11,5;99,4;23,2;9,3;4,8;0,012;0,0025;0;0;0,0094;0,0041;0;0,002;0;0,0012;0;0;0;0,001;29,1;60,5;67,6;248;0,048;0,96;;
PG31100302;11.11.2008;6,65;10,9;737;7;4,8;18,2;10,9;92,7;22,7;10,4;3,1;0,005;0,0025;;;;;;;;;;0;0;0;23;62,8;69;235;0,048;0,9;;
PG31100302;11.05.2009;5,44;9,4;742,14;7,1;9,2;19,9;11,5;102;24,3;9,8;3;0,024;0,0053;0,00005;0;0,0111;0,0042;0,0089;0;0;0,0011;0;0;0;0;23;64;69,2;247;0,01;0,78;;
PG31100302;08.10.2009;;12,5;715,356;7;5,6;20,2;11,4;103;24,5;12;3,3;0,005;0,0079;;;;;;;;;;0;0,005;0;23,4;66,6;70,4;246;0,06;0,65;;
PG31100302;19.04.2010;;9,6;775,62;7,1;5,61;21,7;11,9;112;26,3;10,4;3,84;0;0,0025;0;0;0,009;0,006;0;0;0;0,002;0;0;0,005;0;29,8;56,8;75,4;260;0,057;1,2;;
PG31100302;12.10.2010;4,15;12;767,808;7;7,3;20,8;12,3;106;25,9;10,6;6,37;0;0;;;;;;;;;;0;0;0;31,6;61,2;80,6;268;0,104;1,7;;
PG31100302;11.04.2011;4,49;9,8;732,096;7,1;5,08;20,1;11,1;103;25;7,9;3,7;0,005;0,006;0,00067;0;0,0118;0,0067;0;0;0;0,0005;0;0;0,005;0;30;55,6;75,2;241;0,043;1,3;;
PG31100302;10.10.2011;4,86;11,7;753,3;7;4,8;19,8;12,7;100;25,1;10;5,1;0;0,0025;;;;;;;;;;0,016;0,012;0;29,375;60,78;72,2;277;0,0555;1,5;;
PG31100302;19.04.2012;5,51;9,1;757,764;6,9;4;19,2;11,3;98,9;23,1;9,3;3,2;0;0,0025;0;0;0,0194;0,0099;0;0;0;0,0013;0;0;0;0;27,4;62,7;73,6;247;0,019;0,8;;
PG31100302;17.10.2012;6,1;11,5;737,676;7;4,63;20,7;11,2;106;25,6;10,8;3,9;0;0;;;;;;;;;;0;0;0;26,055;67,71;74,8;243;0,0325;0,8;;
PG31100302;02.07.2013;4,29;12,7;847,044;7;2,9;19,5;11,9;98,5;24,7;10,6;3,55;0,022;0,0025;0;0;0,0216;0,0059;0,011;0,0005;0;0,0016;0;0;0;0,0043;20,9;67,5;75,3;260;0,039;0,98;;
PG31100302;15.10.2013;5,24;12,1;755,532;7;4,3;21,4;11,5;112;24,8;11,4;3,64;0,005;0,0025;0;0;0,0124;0,0042;0,004;0;0;0,0011;0;0,01;0;0;22,9;64,3;72,1;251;0,042;0,96;;
PG31100302;20.02.2014;6,31;9,1;752,184;7,1;4,6;20,7;11;107;24,4;11,4;3,43;0,005;0,0025;0;0;0,011;0,0045;0;0;0;0,0017;0;0;0;0,001;22,8;69;74,4;239;0,01;0,56;;
PG31100302;11.07.2014;5,31;13,1;791,244;7;3,1;22,1;11,1;116;25,4;12,2;3,5;0,012;0,0078;0,00005;0;0,018;0,0034;0,004;0;0;0,0021;0;0;0;0,001;20,6;81,6;77,7;242;0,01;0,64;;
PG31100302;18.06.2015;6,09;12,8;737,676;6,9;3,6;20,6;11,3;106;25,2;13,4;3,74;0,005;0,0053;0;0,000025;0,0157;0,0062;0;0,0005;0;0,0022;0;0;0;0,0021;20,3;71,3;75;247;0,01;0,75;;
PG31100302;10.05.2016;4,58;9,8;823,608;7;3,9;23,1;11,5;124;25,1;11,9;3,6;0,005;0,0144;0;0;0,0188;0,0048;0;0;0;0,0019;0;0;0,019;0,001;20,4;85,4;78,7;249;0,01;0,25;;
PG31100302;25.04.2017;4,5;9,2;838,116;6,9;2,5;20,2;11,6;102;25,4;10,3;3,56;0;0,007;0;0;0,0194;0,0073;0,005;0;0;0,0014;0;0;0;0;19,5;73,6;74,1;254;0,016;0,9;;
PG31100302;15.05.2018;4,05;13;812,448;7,1;5;20,7;11,3;105;26,1;12,8;3,37;0;0;0;0;0,0173;0,0054;0;0;0;0;0;0;0,012;0;20,2;80,4;76,4;247;0,018;1,3;;
PG31100302;15.04.2019;4,08;10;829,188;7;5,5;21,1;11,3;108;26,1;9,9;2,97;0,013;0,0025;0;0;0,0231;0,0047;0;0;0;0,0017;0;0;0,005;0;20;78,9;81,8;247,1;0,016;0,98;;0,14
PG31100302;22.07.2019;4,6;14,2;807,984;7;4,8;20,7;11,2;104;26,9;11,3;3,17;0,005;0,0051;0;0;0,0805;0,0043;0,0503;0;0;0,0017;0;0;0,013;0;18,3;83,8;77,5;243,8;0,055;0,98;;0,22
PG31100302;15.10.2019;4,52;13,2;810,216;7,2;7,8;22,2;11,6;115;26,6;11,5;3,45;0;0;0;0;0,437;0,0037;0,005;0;0;0,0019;0;0;0,013;0;19,2;77,7;76,7;252,6;0,017;0,88;;0,18
PG31100302;13.05.2020;5,35;10,7;766,692;7;3,2;20,8;11,5;104;27,1;10,7;3,4;0;0;0;0;0,0239;0,0036;0;0;0;0,0013;0;0;0,012;0;19;74;77;250;0;0,86;;0,17
