ID;Date;ABSTICH m;WASSERTEMPERATUR °C;ELEKTR. LEITF. (bei 25°C) µS/cm;PH-WERT;SAUERSTOFFGEHALT mg/l;GESAMTHAERTE °dH;KARBONATHAERTE °dH;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;CADMIUM mg/l;QUECKSILBER mg/l;ZINK mg/l;KUPFER mg/l;ALUMINIUM mg/l;BLEI mg/l;CHROM-GESAMT (filtriert) mg/l;NICKEL mg/l;ARSEN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;DOC mg/l;AOX µg/l;Dimethachlor Metabolit µg/l
PG31100322;25.02.2003;1;6,6;642;7,3;8,8;16,7;13,3;76,8;25,9;10,3;10,6;0,005;0,005;;;;;;;;;;0,0271;0,005;0;29,4;25,1;27,8;289;0,916;1,1;;
PG31100322;21.05.2003;1,1;10,3;606;7,2;10,1;15,7;12,7;70,7;25,4;10;9,94;0;0;;;;;;;;;;0,0233;0;0;22,8;22,4;24,2;276;0,511;1;;
PG31100322;25.08.2003;1,25;12,5;560;7,3;8,6;15,5;12,9;71,1;24;8,9;6,5;0,005;0;;;;;;;;;;0,015;0;0;26,2;22,6;30,1;280;0,402;1;;
PG31100322;13.11.2003;1,09;8,6;562;7,3;8,9;15,9;12,5;72,3;25,2;8,6;7,41;0,012;0;;;;;;;;;;0,0207;0;0;29,4;23,2;26,8;273;0,585;1;;
PG31100322;25.02.2004;1,02;6,6;611,568;7,4;10,4;15,6;12,7;70,9;24,8;10,7;12,5;0;0;0,0002;0;0,007;0,0005;0;0;0,002;0,0005;0,00196;0,017;0;0;32,5;24,2;31,4;276;0,794;1,1;6,2;
PG31100322;26.05.2004;1,11;10,7;595,944;7,3;7,1;16,3;14,5;76,7;24;10,1;11,7;0;0;0,0001;0;0,02;0,002;0;0,001;0,002;0,0005;0,00243;0,026;0;0;22,2;21,5;24,8;316;0,972;1,2;10;
PG31100322;23.08.2004;1,1;12,7;587,016;7,3;8,5;15,6;12,7;71,5;24,3;8,6;7,3;0;0;0;0;0,041;0,001;0;0;0,002;0;0,00278;0,018;0;0;24,1;21,6;24,4;276;0,63;0,8;6;
PG31100322;24.11.2004;0,99;9;553,536;7,3;8,7;16;13,6;75,9;23,4;8,6;8,3;0;0,0025;0;0;0,014;0,001;0;0;0,002;0,0005;0,0019;0,0184;0;0;25,4;21,7;32;296;0,636;0,6;9,6;
PG31100322;01.03.2005;0,99;6,9;598,176;7,3;7,2;15,6;13,3;71,1;24,3;9,4;9,9;0;0;;;;;;;;;;0,015;0;0;26,2;20,5;25,3;289;0,853;1,2;;
PG31100322;23.05.2005;1,2;10,5;582,552;7,2;7,6;15,3;13;69,7;24;9,4;9,5;0;0;;;;;;;;;;0,021;0;0;24,9;22,2;25,5;284;0,69;0,8;;
PG31100322;25.08.2005;;12,9;709,776;7,2;5,9;18,1;17,1;86,2;26;10,4;15,4;0;0;;;;;;;;;;0,04;0,005;0,005;34,5;21,1;22,9;372;1,39;2,9;;
PG31100322;10.11.2005;0,99;9,8;585,9;7,3;7,8;14,6;13,3;66,9;22,7;8,7;7,8;0;0;;;;;;;;;;0,015;0;0,005;21;21,7;18,8;290;0,75;1,1;;
PG31100322;06.03.2006;0,97;6,4;592,596;7,3;8;15,7;13;71,1;24,9;10,8;8,71;0,019;0;;;;;;;;;;0,0125;0,015;0,005;25,6;21,7;25,9;284;0,725;1;;
PG31100322;11.05.2006;0,92;10,3;600,408;7;7,4;15,8;13,7;73,7;24;9,9;11,1;0;0;;;;;;;;;;0,0242;0;0;24,8;21,5;30,2;298;0,852;1,5;;
PG31100322;28.08.2006;0,92;12,8;584,784;7,2;7,1;15,3;13,5;69,9;23,8;9,1;9,4;0;0;;;;;;;;;;0,026;0;0;27,5;19,8;31,4;294;0,739;1,3;;
PG31100322;20.11.2006;1,02;10;583,668;7,4;8,2;14,6;12,6;65,6;23,4;8,6;8;0;0,0025;;;;;;;;;;0,018;0,005;0;24;21;19;275;0,612;1,4;;
PG31100322;21.02.2007;1,01;7,8;560,232;7,5;7;14,3;13,3;65,7;22,2;7,9;9;0,005;0,0025;;;;;;;;;;0,01;0;0,0038;23,8;21,3;23,1;287;0,891;0,84;;
PG31100322;15.05.2007;1,04;10,7;675;7,4;6,5;15;13,3;68,1;23,6;9,3;12;0,025;0,0025;0;0;0,033;0,0015;0,013;0,0005;0,0022;0,0005;0,0024;0,01;0;0,002;22,6;20,1;21,9;287;0,948;0,83;;
PG31100322;01.08.2007;1,16;12,3;609,336;7,3;8;14,8;13;67,2;23,1;7,5;4,2;0,005;0;;;;;;;;;;0;0;0,001;23,4;18,8;20,3;281;0,426;0,62;;
PG31100322;16.11.2007;0,89;9;772;7,4;6,9;16,4;13,9;77,5;24;8;9,2;0,01;0,0052;0;0;0,011;0,0012;0;0;0,002;0,0005;0,0029;0,01;0;0,0027;23,8;20,6;25,1;299;0,914;1,6;;
PG31100322;27.05.2008;1,12;10,9;566,928;7,5;7,8;14,9;13,2;68,1;23;8,6;7,7;0,005;0,0025;0;0;0,0166;0,0005;0,004;0;0,0025;0;0,0024;0,01;0;0,001;22,2;19,4;21,6;285;0,64;0,81;;
PG31100322;11.11.2008;1,01;10,5;583;7,4;7,5;14,7;13,2;66,2;23,6;8,9;6,5;0,005;0,007;;;;;;;;;;0;0,005;0,001;22,3;22,3;22,6;284;0,403;0,93;;
PG31100322;11.05.2009;1,07;10,3;583,668;7,5;9,2;15,3;12,8;70,1;23,8;9,1;8,3;0,005;0,0242;0;0;0,0236;0,002;0,004;0;0,002;0,0005;0,002;0;0;0,0047;24,8;22,3;23;276;0,568;0,87;;
PG31100322;08.10.2009;1,07;13,5;568,044;7,5;6,4;16,1;14;74;24,8;10,2;9;0,011;0,0061;;;;;;;;;;0,01;0,005;0;22,7;21,8;22,1;302;0,685;0,75;;
PG31100322;15.04.2010;;8,6;641,7;7,4;4,86;16,9;14,3;79,4;25;9,4;12,5;0,005;0;0;0;0,038;0,003;0,016;0;0,002;0,003;0,0035;0,0251;0;0;30,8;23,5;24,4;311;1,1;2,3;;
PG31100322;12.10.2010;;11,7;635,004;6,9;8,3;16,7;14,6;77,8;25,1;8,6;11,4;0,02;0,008;;;;;;;;;;0,0407;0;0;26,5;22,6;21,5;318;1,04;1,5;;
PG31100322;11.04.2011;0,9;9,5;651,744;7,4;6,51;15,7;13,5;73;23,6;8,2;9,8;0;0;0,00021;0;0,0578;0,0025;0;0;0,0018;0,0005;0,0024;0,018;0,005;0;30,7;31,5;24,9;295;1,27;2;;
PG31100322;10.10.2011;1,04;12,2;657,324;7,2;7,4;17,3;14,6;77,8;27,9;8,1;4,7;0,0461;0,0151;;;;;;;;;;0,138;0,01;0;32,425;33,975;29,6;319;0,537;1,4;;
PG31100322;19.04.2012;;9,1;645,048;7,27;5,1;17,2;14;80,1;26,1;8,6;7,6;0;0,0025;0;0;0,086;0,0029;0;0;0,0022;0;0,0025;0,012;0;0;28,9;29,9;28,1;305;0,894;1,1;;
PG31100322;17.10.2012;;11,6;590,364;7,4;8,04;16,8;13,1;76,4;26,3;8,8;6,5;0;0;;;;;;;;;;0,005;0;0;27,43;26,36;27,8;285;0,572;0,8;;
PG31100322;02.07.2013;0,94;11,5;698,616;7,3;6,3;16;15;73,1;24,9;9,96;9,69;0,041;0,0025;0;0;0,0242;0,0024;0,01;0,0005;0,0019;0,001;0,0022;0,01;0;0,001;21,2;23,7;23;326;0,884;1,55;;
PG31100322;15.10.2013;1,14;11,3;607,104;7,3;7,1;17,5;13,4;82,9;25,4;8,95;6,92;0,005;0,0054;0;0;0,0272;0,0013;0,004;0;0,0022;0;0,0015;0,01;0;0,001;24,3;25,2;24,3;292;0,707;0,92;;
PG31100322;20.02.2014;0,91;7;608,22;7,7;8,2;17,7;13,4;84,7;25;9,4;7,44;0,005;0,0025;0;0;0,0103;0,0018;0;0;0,0017;0,0005;0,0018;0,01;0,005;0,0021;25,6;26,2;25,5;292;0,754;0,69;;
PG31100322;11.07.2014;1,08;11,7;602,64;7,4;7,9;17,3;12,7;80,9;25,6;9,53;4,37;0,005;0;0;0;0,0275;0,0019;0,004;0;0,0024;0,0046;0,0014;0;0;0,001;27,3;30,3;27,6;278;0,361;0,89;;
PG31100322;18.06.2015;1,12;12,1;599,292;7,3;6,1;16,8;12,8;76,1;26,7;11,3;5,7;0,019;0,0025;0;0;0,0642;0,0127;0,004;0,002;0,0022;0,0013;0,0012;0,01;0;0,0021;28,2;31,5;29,9;279;0,463;0,64;;
PG31100322;10.05.2016;1,05;10,2;671,832;7,3;6,9;19,2;13,9;94,3;25,7;9,75;8;0,005;0,0059;0;0;0,0289;0,0014;0;0;0,0019;0,0005;0,0021;0,01;0,013;0,001;26,3;37,8;34,4;302;0,861;1,07;;
PG31100322;25.04.2017;1,02;9;659,556;7,4;8;17,1;13;80,1;25,4;8,1;6,39;0;0;0;0;0,0262;0,0018;0,005;0;0,0023;0;0,0016;0,005;0;0;31,8;38,29;35,4;284;0,634;1,1;;
PG31100322;15.05.2018;1,11;14,1;669,6;7,6;9,1;17,2;12,7;76,5;28,1;10,1;4,3;0;0;0;0;0,105;0,0022;0;0;0,0024;0;0,0023;0;0,014;0;32,4;41,2;38,6;277;0,371;1,4;;
PG31100322;15.04.2019;1,17;9,3;755,532;7,3;8,6;19,6;12,5;89,1;31,2;8,31;4,83;0;0;0;0;0,32;0,0016;0;0;0,002;0;0,0018;0,005;0,005;0;33,9;51,8;52,4;273,2;0,409;1,14;;0
PG31100322;22.07.2019;1,2;13,7;708,66;7,3;8,4;18,7;12,2;81,4;32;8,95;2,98;0,005;0;0;0;0,204;0,0013;0,0545;0;0,002;0;0,0017;0;0,023;0;35,5;49,7;47,6;264,9;0,263;1;;0
PG31100322;15.10.2019;1,14;12,5;749,952;7,3;8,7;20,8;12,9;95,7;32,2;9,7;3,65;0,01;0;0;0;0,512;0,0017;0,005;0;0,0023;0,006;0,0012;0;0,014;0;35,4;53,5;53,8;280,2;0,292;1,01;;0
PG31100322;28.04.2020;1,22;10,6;699,732;7,4;9,4;18,2;12,5;83,4;28,3;8,9;4;0;0;0;0;0,175;0,0033;0;0;0,0022;0;0,0018;0;0,005;0;35;49;49;273;0,37;0,97;;0
PG31100322;20.04.2021;1,01;8,9;644,95872;7,3;8,19;20,25;12,8856;89,70516;33,36554;10,36454;6,71515;0,0112;0,00191;0;0,0001;0,042954;0,00228;0,0025;0,00005;0,00191;0,00075;0,00178;0,01;0,0249;0,0025;31,948;43,841;43,452;280,722;0,568;2,059;;0
PG31100322;09.05.2022;1,05;9,9;754,416;7,37;9,1;20;13,1;86;34,6;8,86;3,55;0;0;0;0;0,0634;0,00205;0;0;0,00235;0,0005;0,00128;0,01;0,014;0,133;37,1;55,2;56,2;284;0,368;1,7;;0
PG31100322;27.10.2022;1,16;12,1;766,692;7,29;7,9;20;13,6;93,1;30,4;8,94;4,74;0,005;0;;;;;;;;;;0,01;0,005;0;33,9;52,4;52,2;296;0,411;1,5;;
PG31100322;26.04.2023;0,95;9,7;722,052;7,6;7,2;20,8;14,9;104;27,1;8,91;7,79;0,005;0,0679;0;0;0,201;0,00643;0;0;0,0005;0,0005;0,00235;0,0274;0,068;0,011;27,3;45,8;42,8;323;1,14;3,4;;0
PG31100322;03.01.2024;0,94;9,8;828,072;7,5;8,6;21,2;13,9;95,8;33,6;9,59;6,44;0;0;;;;;;;;;;0,01;0,005;0;62,2;57,1;55,1;303;0,685;1,8;;
PG31100322;10.04.2024;1,02;9,9;778,968;7,6;8,7;20,2;13,1;94,1;30,6;9,26;5,21;0,005;0;0;0;0,00736;0,00154;0;0;0,00224;0,0005;0,00168;0,01;0;0;43,6;50,7;50,4;285;0,561;1,6;;0
PG31100322;30.10.2024;0,95;14,8;742,14;8,43;8,2;19,3;12,6;88,3;30;9,07;4,86;0,005;0;;;;;;;;;;0,01;0,011;0;39,1;49,3;50;273;0,491;1,6;;
PG32200012;20.10.1994;1,55;13,9;356;7,3;1,8;8;6,3;38,4;11,2;12,8;5,9;0,895;0,958;0,001;0,0001;0,01;;0,005;0,0005;0,002;;0,0005;0,094;0,7733;0,0025;0,5;18,7;22,2;137,3;1,4;5,2;12,66;
PG32200012;25.01.1995;;6;370;7,2;1,4;7,9;5,3;38,6;11;12,9;5,1;1,99;0,762;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,083;0,779;0,0025;0,05;21,2;47;115,5;2,16;3,1;9,72;
PG32200012;11.04.1995;;5,1;342;7,5;3,4;7,3;5,4;35,3;10,1;12,4;4,9;1,66;0,731;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,066;0,76;0,006;0,5;21,2;42,7;117,7;0,295;4,3;10,03;
PG32200012;27.06.1995;2,15;13,2;319;7,1;2,8;7,1;6,1;33,9;10;9,9;6,2;1,93;0,824;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,083;0,81;0;0,5;15,8;28,8;132,9;1,95;5,7;12,81;
PG32200012;25.09.1995;;15,2;327;7,2;3,7;6,5;5,7;31,4;9,1;10,5;5,4;2,05;0,662;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,132;1;0;0,1;16;24,6;124,2;1,7;8,5;;
PG32200012;15.01.1996;;5,8;344;7,2;1,2;7,4;4,6;37,2;9,6;10,5;4,2;0,862;0,627;0,0001;0,0001;0,01;;0,005;0,0005;0,001;;0,0005;0,021;0,792;0,005;3,5;22,5;43,7;100,2;1,04;4,9;;
PG32200012;01.07.1996;;12,7;253;7,1;3,6;7,5;5,2;36,2;10,5;10,3;6;1,91;0,224;0,0001;0,0001;0,01;;0,005;0,0005;0,0005;;0,0005;0,07;0,734;0,005;0,7;17,7;40,2;113,3;0,103;5;;
PG32200012;21.08.1996;4,14;14,3;324;7,17;3,53;6,58;4,67;30,5;10;10,9;6,47;1;0,66;;;;;;;;;;0,106;0,553;0,012;0,26;16,8;30,4;102;0,834;5,4;;
PG32200012;20.11.1996;5,22;9,9;330;6,9;2;6,9;5,91;32,5;10,1;10,5;5,4;0,005;0,005;;;;;;;;;;0,063;0,53;0,0146;1,06;17,6;25,9;129;0,87;4,1;;
PG32200012;25.02.1997;7,49;6,9;333;6,8;11,1;6,88;5,07;33,4;9,62;10,7;3,89;2,68;0,67;;;;;;;;;;0,08;0,51;0,0126;2,65;21;33,5;110;0,47;3,42;;
PG32200012;04.06.1997;5,37;10,5;347;6,8;2,3;7,63;5,23;38,9;9,54;10,6;4,28;0,71;0,48;;;;;;;;;;0,0344;0,475;0;1,18;17,8;36,1;114;0,399;5,08;;
PG32200012;19.08.1997;3,75;14,4;324;6,7;0,8;7,3;5,35;36,1;9,6;10,4;5,11;1,33;0,61;;;;;;;;;;0,025;0,00305;0,021;0,65;17;29,4;117;0,95;5,2;;
PG32200012;20.11.1997;3,56;8,8;339;6,8;4;7,45;6,44;35,9;10,6;11,3;4,09;1,09;0,58;;;;;;;;;;0,0283;0,391;0,0136;1,45;19,8;29,6;140;0,86;0,95;;
PG32200012;23.02.1998;5,45;6,6;331;6,9;6,4;7,3;4,98;35,4;10,2;11,6;4,37;0,91;0,53;;;;;;;;;;0,0117;0,334;0,0083;4,4;20,7;39,8;109;0,389;3,35;;
PG32200012;27.05.1998;2,7;12,8;322;6,9;2,8;7,38;6,75;36,8;9,7;11;5,01;1,04;0,45;;;;;;;;;;0,0176;0,483;0,00195;0,22;17,9;24;147;0,599;4,31;;
PG32200012;26.08.1998;5,1;17,2;319;6,9;0,8;6,9;6,7;32,1;10,5;10,9;5,5;0,94;0,54;0,0001;0;0,015;0,001;0,011;0,002;0,0005;0,002;0,003;0,07;0,93;0,015;0;10;17,5;147;1,5;4,8;9,4;
PG32200012;01.12.1998;5,33;8,2;290;6,5;6,5;7;5,2;37;8;9,5;9;0,69;0,53;0,0002;0;0,038;0,004;0,013;0,0005;0,0005;0,004;0,001;0,0998;0,852;0,024;5,52;20,1;31;113;2,31;3;11,2;
PG32200012;16.03.1999;5,01;3,8;323;7,2;0,6;7,1;5,2;34,4;9,9;10,1;4;0,65;0,46;0;0;0,017;0,001;0,005;0,0005;0;0,0011;0,0005;0,046;0,405;0,016;5,44;22,3;35,4;113;0,5;3,1;10,6;
PG32200012;16.06.1999;4,8;13;300;6,9;0,9;7,2;6,7;34;10,4;9,6;4,9;0,64;0,49;0,0002;0;0;0,0005;0,021;0,001;0;0,002;0,001;0,061;0,695;0,005;0,25;18,9;16,3;146;1,07;5,5;8,4;
PG32200012;23.08.1999;4,67;15,9;328;6,8;0,3;6,9;6,7;33,7;9,4;10,6;5,4;1,4;0,87;;;;;;;;;;0,079;0,874;0,015;0;19,4;17,3;146;2,68;4;;
PG32200012;01.12.1999;4,66;9,5;331;7;1,2;7,2;6,4;34,9;10,1;10,5;4,5;1,1;0,78;;;;;;;;;;0,0444;0,864;0;0;19,5;26,4;140;1,96;4,2;;
PG32200012;28.02.2000;5,33;4,7;329;7,1;1,6;7,1;4,8;33,5;10,4;12,4;4,4;0,74;0,68;;;;;;;;;;0,0386;0,63;0,01;8,7;24,9;38,2;104;0,98;3,7;;
PG32200012;05.06.2000;5,4;12,6;333;7;1,3;7,7;6,5;38,1;10,1;11,8;5,5;0,71;0,75;;;;;;;;;;0,048;0,694;0;0,5;19,9;20,5;142;1,23;4,7;;
PG32200012;23.08.2000;5,19;13,6;332;7;0,7;7,2;6,6;35,2;9,8;13,4;5,53;1,2;0,8;;;;;;;;;;0,0661;1,05;0,005;0;19,8;20,2;144;3,33;5,2;;
PG32200012;29.11.2000;6,09;9,8;342;7,1;4,2;7,2;6,6;35,2;9,89;12,5;5,19;0,56;0,86;;;;;;;;;;0,0462;1,04;0,005;0;21,1;25,3;143;1,58;3,6;;
PG32200012;01.03.2001;5,13;3,8;351;7,1;1,5;7,3;4,8;35,4;10,1;14,1;4,9;0,83;0,73;;;;;;;;;;0,0358;0,821;0,005;7,1;27,8;40,6;105;1;3,21;;
PG32200012;30.05.2001;4,98;9,9;347;7,1;0,5;7,4;6,3;36;10,1;12;5,25;0,97;0,87;;;;;;;;;;0,0467;0,852;0,005;2,7;21,4;26,4;137;1,14;4,6;;
PG32200012;28.08.2001;7,47;16;339;7;5,4;6,9;6,4;34,7;9;11,2;5,4;1,4;0,71;;;;;;;;;;0,0461;1,2;0,005;0;21,4;19,5;139;2,98;6;;
PG32200012;20.11.2001;4,69;10,4;332;7,1;0,2;7,5;6,4;38,1;9,2;11;4,74;0,93;0,95;;;;;;;;;;0,0358;1,06;0,01;1,64;23;22,3;139;2,15;4,4;;
PG32200012;14.03.2002;5,28;5,3;336;7,3;0,5;6,9;5,2;34;9,4;12;4,11;1,3;0,84;;;;;;;;;;0,0287;0,738;0,01;5,98;25,4;33,6;112;0,882;3,6;;
PG32200012;05.06.2002;5,29;11,6;365;7;0,4;8,2;6,8;39,7;11,6;13,2;5,35;1,4;0,97;;;;;;;;;;0,0439;0,903;0,005;0,5;24,4;23;148;2,24;4;;
PG32200012;02.09.2002;;15,4;308;7,1;0,3;6,9;5,3;33,5;9,5;11,4;4,77;2,2;0,86;;;;;;;;;;0,0462;1,07;0,0255;0;18,5;33,8;115;1,48;5,2;;
PG32200012;14.11.2002;4,79;8,9;296;7,1;0,1;6,4;4,1;29,3;9,8;9;7,08;0,74;0,52;;;;;;;;;;0,0228;0,217;0,032;7,91;15,2;40,9;90;0,572;5,3;;
PG32200012;27.02.2003;5,39;2,6;312;7;0,8;7,3;4,2;36,1;9,9;9,6;3,28;0,82;0,44;;;;;;;;;;0,0212;0,188;0,021;14,1;17,2;51,5;91;0,259;3,5;;
PG32200012;21.05.2003;4,9;11,3;316;7;1,1;7,3;5,2;35,4;10,3;11,7;4,33;0,343;0,309;;;;;;;;;;0,0373;0,108;0,0705;1,93;19,1;34,8;113;0,24;4;;
PG32200012;20.08.2003;3,86;16,4;332;7,1;0,2;8,1;7;40,6;10,7;14,4;6,1;1,03;0,768;;;;;;;;;;0,06;0,463;0;0,5;23,2;28,6;151;0,985;5,4;;
PG32200012;13.11.2003;4,66;8,8;347;7,3;0,7;7,6;5,7;37,4;10,4;12,7;4,03;0,54;0,46;;;;;;;;;;0,0425;0,288;0,019;1,4;20,3;42,2;123;0,605;3,8;;
PG32200012;24.02.2004;5;3,9;326,988;7,3;1,7;6,7;3,4;33,5;8,8;12,2;5,01;0,506;0,348;0;0;0,008;0,002;0,005;0;0;0,002;0,0005;0,022;0,174;0,015;15,8;22,9;46,2;73,3;0,334;4,7;3,8;
PG32200012;25.05.2004;;10,3;318,06;7,1;1;6,8;4,5;33,1;9,5;10;3,8;0,285;0,295;0;0;0,01;0,002;0,005;0;0;0,004;0,0005;0,011;0,102;0,068;3,56;17;43,8;97;0,179;4,8;20;
PG32200012;10.08.2004;4,57;15,1;344,844;7;0,5;7,6;5,6;37,3;10,4;12,5;4,9;0,52;0,388;0;0;0,027;0,002;0;0;0;0,007;0,0005;0,031;0,197;0,005;1,5;20,9;33,7;123;0,581;5;13;
PG32200012;10.11.2004;5,18;11,1;337,032;7;0,1;7,3;6;36;10;12,1;4,2;0,72;0,51;0;0;0,007;0,001;0;0;0;0,002;0,0013;0,0308;0,338;0;0;21,2;28;131;0,677;4,8;12;
PG32200012;14.03.2005;;3,3;349,308;7,2;0,4;7,6;4,2;37,5;10,1;13,7;3,4;0,372;0,46;;;;;;;;;;0,018;0,098;0,0255;15,4;28,9;42,7;91,5;0,21;3,3;;
PG32200012;23.05.2005;5,4;10;308,016;7,1;0,9;7,1;4,1;35,3;9,3;11,7;4,2;0,305;0,41;;;;;;;;;;0,023;0,107;0,084;6,3;21,3;36;89,1;0,21;3,3;;
PG32200012;29.08.2005;5,35;15,3;274,536;7;4,3;6;4,6;29,6;7,9;9,7;3,2;0,514;0,383;;;;;;;;;;0,023;0,134;0,103;2,4;15,5;28,7;101;0,575;6,1;;
PG32200012;07.11.2005;5;11;314,712;7,1;2,7;6,8;4,5;32,4;9,7;11,9;4;0,375;0,434;;;;;;;;;;0,02;0,122;0,06;4,1;17,2;37,8;97,6;0,339;4,9;;
PG32200012;20.02.2006;;3,6;382,788;7;5,5;8,1;5,1;39,6;11,3;16,1;3,67;0,393;0,382;;;;;;;;;;0,0149;0,141;0,012;10,6;36,7;39,7;110;0,14;3,4;;
PG32200012;10.05.2006;5,3;8,2;312,48;7,2;3,7;6,5;4;31,8;8,8;10,1;4;0,591;0,329;;;;;;;;;;0,0154;0,133;0,075;9,5;17,1;38,3;86,6;0,164;4,7;;
PG32200012;17.08.2006;5,24;15,4;292,392;7;2,1;6,1;4,8;30,4;7,8;8,9;3,7;0,735;0,289;;;;;;;;;;0,023;0,142;0,093;7,8;14,9;36,1;104;0,275;6,3;;
PG32200012;23.11.2006;4,67;9,8;350,424;7,2;3,1;7,8;5,5;39,2;10;11,4;3,5;0,522;0,332;;;;;;;;;;0,019;0,121;0,066;6;20,8;44;120;0,245;3,6;;
PG32200012;14.02.2007;4,58;5,5;319,176;7,2;0,4;7,14;4,7;35,1;9,6;13,4;3,3;0,023;0,279;;;;;;;;;;0,01;0,102;0,092;11;24;34,7;99,4;0,01;4,14;;
PG32200012;23.05.2007;5,25;11,5;364;7;1,3;7,08;5,52;35;9,4;12,7;4;0,241;0,232;0;0;0,013;0,0023;0,004;0;0;0,0017;0,0005;0,01;0,08;0,059;1,64;19,5;31,6;117;0,091;3,49;;
PG32200012;02.08.2007;4,02;16,9;331,452;7,1;0,1;6,46;5,6;32,7;8,1;10,7;4,4;0,043;0;;;;;;;;;;0,02;0,512;0,0069;0,5;16,9;21,3;119;0,332;4,8;;
PG32200012;26.11.2007;4,77;8,4;329;7,2;0,5;6,64;4,48;32,8;8,8;10,4;3,5;0,335;0,327;0;0;0,0077;0,0023;0,004;0;0,0034;0,0014;0,0005;0,01;0,153;0,015;12;15,5;31,3;94,6;0,201;5,01;;
PG32200012;02.06.2008;4,7;11,8;301,32;7,1;0,3;6,93;5,54;34,7;8,9;11,3;3,7;0,389;0,357;0;0;0,0111;0,0017;0,004;0;0;0,0013;0,0005;0,01;0,11;0,023;0;16,9;26,5;118;0,168;4,01;;
PG32200012;27.10.2008;;12,4;316;7,1;0,5;6,98;5,88;34,5;9,3;11,6;3,9;0,013;0,433;;;;;;;;;;0,01;0,17;0,0702;2,51;19;25,4;125;0,325;4,64;;
PG32200012;09.04.2009;5,92;4,8;275,652;6,9;0,4;5,84;4,45;29,2;7,6;10,6;2,9;0,517;0,354;0;0;0,0025;0,0018;0,004;0;0;0,0015;0,0005;0,01;0,13;0,0263;11,1;15,6;28,6;93,9;0,118;4,91;;
PG32200012;07.10.2009;4,92;15,3;310,248;7;1;7,28;5,82;36,4;9,4;12,3;3,7;0,018;0,354;;;;;;;;;;0,01;0,185;0,0889;0,5;19,2;26,5;124;0,261;4,6;;
PG32200012;19.04.2010;3,14;6;308,016;7,1;1,6;6,6;4,62;32,2;9;12,2;3,25;0,235;0,259;0;0;0,009;0,063;0;0;0;0,001;0,0005;0,005;0,068;0,115;10,9;19,5;36;101;0,225;4;;
PG32200012;11.11.2010;2,83;10,3;393,948;7,6;1,7;7,8;6,33;40,4;9,4;9,8;3,44;0,141;0,29;;;;;;;;;;0,0272;0,0185;0,053;4,68;16,4;36,3;138;0,219;4,1;;
PG32200012;27.04.2011;5,83;9,9;324,756;7,5;4,9;6,5;5,26;32,7;8,5;10,8;3,7;0,07;0,077;0;0;0,208;0,0037;0,0121;0;0;0,0027;0;0,011;0,045;0,036;11;19,2;28,1;115;0,13;3,2;;
PG32200012;10.10.2011;3,72;14,4;366,048;7;2,7;8;7;40,6;10,2;13,9;3,3;0,119;0,251;;;;;;;;;;0,021;0,082;0,005;0;23,265;21,1;153;0,473;5,8;;
PG32200012;26.04.2012;;10,9;323,64;7;1,3;7,5;5,8;38,4;9,4;14,1;3,7;0,076;0,179;0;0;0,0103;0,0028;0,005;0;0;0,0018;0;0,012;0,181;0,042;6,1;24,2;33;126;0,176;4;;
PG32200012;30.10.2012;;11,3;326,988;7,2;2,7;7,4;6,27;37,7;9,4;11,8;3,3;0,109;0,142;;;;;;;;;;0,018;0,128;0,026;2,12;20,58;26,8;137;0,619;5;;
PG32200012;04.07.2013;5,36;13,6;311,364;7,2;0,5;6,98;5,68;36,2;8,21;10,2;3,5;0,11;0,0943;0;0;0,0061;0,0051;0,013;0;0;0,0023;0,0005;0,01;0,005;0,0021;6,63;15,7;24,7;124;0,255;6,52;;
PG32200012;16.10.2013;5,77;12,2;339,264;7,1;0,4;7,2;6,02;36;9,35;12,7;3,6;0,331;0,523;0,00005;0;0,0091;0,0038;0,01;0;0;0,0025;0,0005;0,01;0,005;0,001;1,7;23,2;20,5;131;0,182;5,1;;
PG32200012;20.02.2014;6,19;4,5;343,728;7,5;1,4;7,79;4,93;39,7;9,65;14,5;3,16;0,185;0,185;0;0;0,0172;0,0046;0,004;0,0005;0;0,0015;0,0005;0,01;0,01;0,0834;9,87;27,1;30,8;107;0,152;3,28;;
PG32200012;16.07.2014;6,06;15,5;344,844;7,1;0,2;7,87;6,38;39,3;10,2;14;4,48;0,231;0,419;0,00005;0;0,0114;0,0034;0,004;0;0;0,0031;0,0005;0,01;0,005;0,132;0,5;24;24,3;139;0,348;3,97;;
PG32200012;02.07.2015;6,9;14,2;343,728;7;0,1;7,51;6,3;36,8;10,2;15,5;4,49;0,462;0,686;0;0;0,0114;0,0025;0,015;0;0;0,0027;0,0005;0,01;0,022;0,465;1,29;24,3;20,6;137;0,481;4,47;;
